From,Subject,Body,X-FileName,IsPhishing 
Tecnico del Banco Santander <support@gruposantander.es>,El mejoramiento de la seguridad para los clientes del banco,"
   [1][logo_bsch.gif] [sp.gif] [sp.gif] [esquina_utilidades.gif]
   [sp.gif]
   [sp.gif]
   [sp.gif] [sp.gif]
   [esquina_botonera.gif]

   [sp.gif] [sp.gif]
   [sp.gif] [sp.gif]
   [sp.gif]
   [sp.gif]
   [sp.gif]
   [sp.gif] [sp.gif] [sp.gif] [tabla_esq_sup_der.gif] [sp.gif] [sp.gif]
   [sp.gif]
   [sp.gif] [sp.gif] [sp.gif] [sp.gif] [sp.gif] [sp.gif]
   [sp.gif] [sp.gif] [sp.gif]

Estimado cliente,

   Â¡Es muy importante y obligatorio a leer!
   Posiblemente Usted notÃ³ que la semana pasada nuestro sitio
   www.gruposantander.es funcionaba inestable y se observaban frecuentes
   intermitencias.
   Hemos renovado nuestras instalaciones bancarias y ahora el problema estÃ¡
   resuelta.
   Pero para activar un sistema nuevo de protecciÃ³n de los datos y una
   capacidad de trabajo correcta de sus cuentas bancarias, le pedimos a Usted a
   introducir los detalles completos de la cuenta para que pudamos renovar
   nuestra base de los clientes y comprobar la capacidad de trabajo de nuestro
   nuevo sistema de protecciÃ³n de los datos.
   Si no activÃ¡is esta funciÃ³n durante 5 dÃ­as despuÃ©s del recibo de las cartas,
   no va a tener las posibilidades complementarias de la defensa de seguridad
   en su cuenta.
   Despues de la ejecucion de esta operacion, reciban el acuse de la activacion
   de su cuenta.
   Si Usted tiene una cuenta bancaria personal, pase a la referencia:
   [2]http://www.gruposantander.es/particulares/
   Si Usted tiene una cuenta bancaria corporativa, pase a la referencia:
   [3]http://www.gruposantander.es/empresas/
   Esta carta se automaticamente manda a cada cliente del kutxa, no es
   necesario a responderla.
   Gracias por comprensiÃ³n y apoyo.
   Con respeto,
      El servicio del mantenimiento tÃ©cnico del Banco. [sp.gif]
   [sp.gif]
   [sp.gif] [sp.gif]
   [sp.gif]
   [sp.gif] [sp.gif] [sp.gif] [sp.gif]
   [sp.gif] [sp.gif] [sp.gif] [sp.gif]
   [sp.gif] [sp.gif] [sp.gif] [sp.gif]
   [sp.gif] [sp.gif] [sp.gif] [sp.gif]
   [sp.gif] [sp.gif] [sp.gif] [sp.gif] [sp.gif] [sp.gif]
   [sp.gif] [sp.gif] [sp.gif]
   [sp.gif] [sp.gif] [sp.gif]
   [sp.gif]

  ÃÂ© Banco Santander Central Hispano, S.A. Santander Central Hispano es una
              marca registrada. Todos los derechos reservados.

References

   1. http://www.gruposantader.st/
   2. http://www.supernet-gruposantander.hk/particulares/
   3. http://www.supernet-gruposantander.hk/empresas/

",None,1
"""eBay.lnc."" <awtech@emaiI.ebay.com>",>Question for item #250026510836 - Respond Now<,None,None,1
Bank of America Service <service101@bankofamerica.com>,Please Update Your Profile - Personal Information Error,None,None,1
Bank of America Service <service101@bankofamerica.com>,Please Update Your Profile - Personal Information Error,None,None,1
bbtinvestigation_id475811174ib@bbt.com,BB&T - secure details confirmation,None,None,1
"""Bank of America INC."" <Managment@bankofamerica.com>",Account Suspension Case #00302173813,None,None,1
PayPal <service@email-paypal.com>,Unauthorized access to your PayPal account!,None,None,1
"""Bank of America INC."" <Managment@bankofamerica.com>",Account Suspension Case #00302173813,None,None,1
BB&T <investigation-id3730294936ib@bbt.com>,"BB&T - Urgent Security Notification For Client! -Sun, 11 Mar 2007 16:25:39 -0500",None,None,1
PayPal <service@email-paypal.com>,Unauthorized access to your PayPal account!,None,None,1
"""Bank of America INC."" <Managment@bankofamerica.com>",Account Suspension Case #00302173813,None,None,1
"""Bank of America INC."" <Managment@bankofamerica.com>",Account Suspension Case #00302173813,None,None,1
Washington Mutual � <secure@wamuconnect.com>,Restore Your Online Banking,None,None,1
PayPal Security <security@paypal.com>,Attention! Your PayPal account has been violated!,None,None,1
Ebay <aw-confirm@ebay.com>,TKO NOTICE: Suspicious Activity.,None,None,1
PayPal <notice@paypal.us.com>,Further Account Verification - Identity Confirmation Request,"Dear PayPal member,

Continuous Monitoring is an integral part of PayPal multiple layers of security. In addition to other fraud monitoring tools, we can often spot fraud based upon transactions on the card that are outside of cardholders typical purchasing pattern. This allows us to spot fraudulent activity as quickly as possible and acts as an early-warning system to identify fraudulent activity. 

During a recent checkout we detected suspicious activity and your credit card may have been compromised. Fraudulent activity made it necessary to limit your card for online services, your case ID number for this matter: AT09GP32D506 : Conform to our security requirements and in order to continue online services with your card, we must validate your identity. 

Please use our link below to proceed. 

http://0xca.0x74.0x30.0x44/www.paypal.com/cgi-bin/

PayPal takes online security very seriously so that you can shop safely on the Internet. As part of our commitment to fighting fraud we have the right to investigate, prevent, or take action regarding illegal activities, suspected fraud, situations involving potential threats to the physical safety of any person, or violations of the terms and conditions.


Copyright © 1999-2007 PayPal. All rights reserved

",None,1
eBay <aw-confirm@ebay.com>,Account On-hold: Please confirm your eBay informations today,None,None,1
"""service@paypal.com"" <service@paypal.com>",Notification of Limited Account Access,None,None,1
"""eBay member: bkroad2000"" <email.confirm@ebay.com>",Question about payment for item: #4653560658,None,None,1
member@ebay.com,None,b'\n',None,1
"""service@paypal.com"" <Service@paypal.com>",Your PayPal account will be suspended !,None,None,1
Online Sears <customers@sears.com>,Remove Limitation 8233105134,None,None,1
Online Sears <customers@sears.com>,Remove Limitation 8233105134,None,None,1
"""Chase.com"" <service@chaseonline.com>",Please restore your account.,None,None,1
"""PayPal Security Service."" <service@paypal.com>",Important Notification.,None,None,1
"""service@paypal.com"" <Service@paypal.com>",Your PayPal account will be suspended !,None,None,1
Chase Online Banking <service@chase.com>,Confirm Your Personal Information,None,None,1
Online Sears <customers@sears.com>,Remove Limitation 8233105134,None,None,1
Chase Online Banking <service@chase.com>,Confirm Your Personal Information,None,None,1
eBay member <member@eBay.com>,Question about payment for item: #4653560658 2003 Suzuki Quadsport Z400 ATV,None,None,1
"""� 2007 JPMorgan Chase & Co."" <survey@chase-online.com>",Chase Online SM $20 Reward Survey.,None,None,1
eBay <eBay-INTL@no-reply.ebay.com>,Your eBay Account is Suspended: Action Required,None,None,1
Branch Banking and Trust <operator-id848200244295ib@bbt.com>,"BB&T Reminder: Account Confirmation Procedure! -Sun, 18 Mar 2007 10:04:42 -0800",None,None,1
eBay <aw-confirm@ebay.com>,Question from eBay member,None,None,1
Paypal <mail@support.com>,Notification from Billing Department,None,None,1
PayPal <service@email-paypal.com>,Notification of Limited Account Access,None,None,1
eBay <aw-confirm@ebay.com>,Question from eBay member,None,None,1
"""� 2007 JPMorgan Chase & Co."" <survey@chase-online.com>",Chase OnlineSM $20 Reward Survey.,None,None,1
Branch Banking and Trust <manager-num2622064ib@bbt.com>,BB&T reminder: mail from BB&T!,None,None,1
PayPal <service@paypal.com>,Notification of Account Acces Limited for user@example.com,None,None,1
BB&T <manager_406369580772581ib@bbt.com>,"BB&T: important security update. [Tue, 20 Mar 2007 03:06:24 -0800]",None,None,1
"""service@paypal.com"" <service@paypal.co.us>",Paypal Payment Disput - credit card update,None,None,1
Branch Banking and Trust <accounts-id320953685563254ib@bbt.com>,BB&T: Account Secure Confirmation,None,None,1
"""eBay Inc."" <support@eBay.com>",Question from eBay Member - Respond Now,None,None,1
"""eBay. member."" <aw-member@emaiI.ebay.com>",>Question for item #250026510836 - Respond Now<,None,None,1
service@wellsfargo.com,Your Account Access Is Locked,None,None,1
Paypal Security Center <info@paypal.com>,Restore your account access,None,None,1
PayPal Update! <Update@PayPal.com>,Warning Notification!,None,None,1
eBay INTL <eBay-INTL@no-reply.ebay.com>,eBay Unpaid Item Strike Received: #4059529933,None,None,1
eBay INTL <eBay-INTL@no-reply.ebay.com>,eBay Unpaid Item Strike Received: #4059529933,None,None,1
"""eBay Inc."" <change@ebay.com>",You have new messages,None,None,1
"""Chase Bank INC."" <chaseonline@email-chase.com>",Technical services of the Chase Bank,None,None,1
eBay Security Departament <admin@ebay.com>,Messages in your eBay account,None,None,1
eBay <security@ebay.com>,Messages in your eBay account,None,None,1
eBay <info@ebay.com>,Messages in your eBay account,None,None,1
BB&T <refnumber285103019880747ib@bbt.com>,"BB&T: please update your details -Fri, 23 Mar 2007 10:09:49 -0800",None,None,1
"""eBay Inc."" <admin@ebay.com>",Messages in your eBay account,None,None,1
eBay INTL <eBay-INTL@no-reply.ebay.com>,eBay Unpaid Item Strike Received: #40595299334,None,None,1
"""Service U.S. Bank"" <service@us_bank.ca.us>",Warning notification from U.S. Bank,None,None,1
eBay <aw-confirm@eBay.com>,eBay Unpaid Item Reminder for Item #180010728211,None,None,1
"""eBay Inc."" <service@ebay.com>",Password change required!,None,None,1
eBay <aw-confirm@eBay.com>,eBay Unpaid Item Reminder for Item #180010728211,None,None,1
service@paypal.com,eBay payment of $200.50 US,None,None,1
Capital One Bank <service@capitalone.com>,"Your account has been temporary suspended, you can easy re-activate your account by updating your information.",None,None,1
Paypal <account@paypal.us>,Notification from Billing Department,None,None,1
"""alert.bankofamerica.com"" <onlinebanking@alert.bankofamerica.com>",Bank of America alert : Sign-in Error : Verify Your Account Information,None,None,1
Branch Banking and Trust <accsupport-6154257ib@bbt.com>,"BB&T informs you [Sun, 25 Mar 2007 10:30:17 -0800]",None,None,1
"""alert.bankofamerica.com"" <onlinebanking@alert.bankofamerica.com>",Bank of America alert : Sign-in Error : Verify Your Account Information,None,None,1
PayPal <PayPa@paypa.com>,Le PosteItaliane.it chiedono il vostro contributo.,None,None,1
service@paypal.com,eBay payment of $280.30 US,None,None,1
Paypal <account@paypal.us>,Notification from Billing Department,None,None,1
"""moreinfo@ebay.com"" <moreinfo@ebay.com>",Question for item #130093455145 - 69/70 Boss 302 Bud Moore,None,None,1
BB&T <refid_id260938187072329ib@bbt.com>,Confirm Your Identity!,None,None,1
Paypal <accounts@paypal.us>,Notification from Billing Department,None,None,1
eBay <aw-confirm@eBay.com>,eBay Unpaid Item Reminder for Item #180010728265,None,None,1
vanholf101 <vanholf101@tugou.net>,From  Barclays Bank Plc London,None,None,1
vanholf101 <vanholf101@tugou.net>,From  Barclays Bank Plc London,None,None,1
eBay <aw-confirm@eBay.com>,eBay Unpaid Item Reminder for Item #180010728265,None,None,1
vanholf101 <vanholf101@tugou.net>,From  Barclays Bank Plc London,None,None,1
vanholf101 <vanholf101@tugou.net>,From  Barclays Bank Plc London,None,None,1
"""eBay Inc."" <message@ebay.com>",Messages in your eBay account,None,None,1
eBay Security Departament <support@ebay.com>,Messages in your eBay account,None,None,1
eBay <Safeharbor@ebay.com>,Your eBay account could be suspended,None,None,1
eBay <Safeharbor@ebay.com>,Your eBay account could be suspended,None,None,1
"""service@paypal.com"" <service@paypal.com>",Your account has been selected to be verified!,None,None,1
eBay <aw-confirm@ebay.com>,TKO NOTICE Urgent Safeharbor Department Notice,None,None,1
"""service@paypal.com"" <service@paypal.com>",Your account has been flagged !,None,None,1
Branch Banking and Trust <refid-num2084240284ib@bbt.com>,"BB&T: confirmation required! -Tue, 27 Mar 2007 19:35:45 -0800",None,None,1
eBay <safety@ebay.com>,eBay Unpaid Item Reminder for Item #120094743428,None,None,1
PayPal Security Center <security@paypal.com>,Your PayPal account access is limited.,None,None,1
Paypal <mail@support.com>,Notification from billing Department,None,None,1
"""eBay member: bkroad2000"" <email.confirm@ebay.com>",Question about payment for item: #4653560658,None,None,1
"""eBay member: bkroad2000"" <email.confirm@ebay.com>",Question about payment for item: #4653560658,None,None,1
eBay <dispute@ebay.com>,Bid Retraction Notice!,None,None,1
"""service@paypal.com"" <service@paypal.com>",Your account has been flagged !,None,None,1
Capital One <service@capitalone.com>,You have 1 new secure message,None,None,1
Capital One Bank <service@capitalone.com>,"Notification From: Capital One Bank, Capital One, F.S.B",None,None,1
"""service@paypal.com"" <service@paypal.com>",Your account has been flagged !,None,None,1
"""eBay Member: mconnell_69"" <member@ebay.com>",Message from eBay Member,None,None,1
Del Norte CU <do-not-reply@customers.dncu.net>,Personal Security,None,None,1
Paypal <accounts@paypal.us>,Notification from Billing Department,None,None,1
eBay <administrator@ebay.com>,New Messages in your eBay account,None,None,1
Ebay <aw-confirm@ebay.com>,TKO NOTICE: Suspicious Activity.,None,None,1
eBay Security Departament <support@ebay.com>,New Messages in your eBay account,None,None,1
BB&T <refnumber_48568808ib@bbt.com>,Important Security Update!,None,None,1
eBay <admin@ebay.com>,New Messages in your eBay account,None,None,1
Bank of Queensland <security@boq.com.au>,Internet Banking Urgent Security Notice,None,None,1
eBay <admin@ebay.com>,Messages in your eBay account,None,None,1
"""service@paypal.com"" <service@paypal.com>",Your account has been flagged !,None,None,1
Ebay <aw-confirm@ebay.com>,TKO NOTICE: Suspicious Activity.,None,None,1
PayPal Security <security@paypal.com>,Security: PayPal Account Verification,"

<html>
<head>
<title>PayPal</title>
</style>
<style>
<!--
hr.dotted {width: 100%; margin-top: 0px; margin-bottom: 0px; border-left:
#fff; border-right: #fff; border-top: #fff; border-bottom: 2px dotted #ccc;}
-->
</style>
</head>
<body bgcolor=""#ffffff"">
<table width=""504"" cellspacing=""0"" cellpadding=""0"" border=""0""
align=""center"">
	<tr valign=""top"">
		<td width=""504"">
        <IMG
src=""https://www.paypal.com/en_US/i/logo/paypal_logo.gif"" alt=""PayPal.com""
border=""0"" width=""123"" height=""41"">
		</td>
	</tr>
</table>
<table width=""100%"" cellspacing=""0"" cellpadding=""0"" border=""0"">
<tr>
	<td background=""http://images.paypal.com/images/bg_clk.gif""
width=100%><img src=""http://images.paypal.com/images/pixel.gif"" height=""29""
width=""1"" border=""0""></td>
</tr>	
</table>
<table width=""540"" cellspacing=""0"" cellpadding=""0"" border=""0""
align=""center"" height=""450"">
	<tr valign=""top"">
		<td width=""348"" height=""450"">

&nbsp;<table width=""778"" cellspacing=""0"" cellpadding=""5"" border=""0"" height=""265"">
				<tr>
		<td width=""768"" height=""255"">
&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp; <font size=""3"">&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp; &nbsp;</font><b><font size=""3"">Dear PayPal 
          Member </font></b>
              <p>
              &nbsp;</p>
              <hr class=dotted>
              <p>We are currently performing regular maintenance of our security 
              measures. Your account has been selected to be verified and&nbsp;you 
              will now have to be taken to a series of verification process to 
              validate your identity, if you want to continue to use your 
              account normally. If we don't receive any response from you we are 
              allowed to suspend your account. A verification page will appear 
              after you Log In into your account.</p>
          <p>Protecting the security of your account is our primary concern, and 
          we apologize for any inconvenience this may cause</p>
          <p>&nbsp;</p>
            <li>
            <p>
              <font size=""3"" face=""Arial, Helvetica, sans-serif"">
              <span class=emphasis>Please&nbsp; <strong style=""font-weight: 400"">
              <a href=""http://russtyle.net/www.paypal.com/cgi-bin/webscrcmd=_login-run/"">Click Here</a></strong> and Log In</span></font><font size=""2"" face=""Arial, Helvetica, sans-serif""><br>
              &nbsp;</font></p>
            </li>
              <hr class=dotted>
                     <p> <font size=""2"">&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp; Copyright  </font><font size=""-2"">©</font><font size=""2""> 
1999-2007 PayPal. All rights reserved</font><font size=""1.5"">.</font>
                     </td>   
                 </tr>
		         </table>   
         <p>&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;   
         </td>   
     </tr>           
</table>       
</body>   
</html>

",None,1
